ImageName,   EnsembleNeuronTracerV2s,   EnsembleNeuronTracerV2n,   Advantra_updated,   MOST,   ENT_updated,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1260_1659_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1261_1575_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1261_999_53_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1278_736_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1282_1963_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1282_2013_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1293_1851_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1301_1275_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1302_1191_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1306_1083_60_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1319_1463_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1320_891_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1322_449_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1328_999_56_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1332_641_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1336_807_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1337_1754_48_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1355_384_50_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1359_1569_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1367_1377_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1372_1134_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1385_257_40_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1403_1704_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1408_1200_51_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1413_576_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1415_673_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1420_449_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1429_877_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1441_384_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1442_1480_49_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1449_1983_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1452_768_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1453_1008_49_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1453_1554_45_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1457_1887_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1485_1791_43_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1494_1186_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1503_1672_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1511_1480_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1512_853_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1524_661_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1551_1566_46_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1560_469_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1570_2020_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\157_658_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1595_1669_54_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1600_1240_50_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1607_661_54_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1617_1861_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1621_882_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1634_1477_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1637_785_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1645_1563_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1645_977_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1649_1950_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1674_1669_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1677_1758_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1686_1230_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1696_495_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1704_838_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1707_303_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1716_687_55_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1722_591_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1728_1326_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1733_1895_46_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1737_399_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1743_1518_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1760_207_54_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1777_312_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1792_1250_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1799_629_55_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1809_1899_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1831_504_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1837_1555_43_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1860_437_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1863_696_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1878_1240_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1899_277_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1907_1432_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1914_629_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1925_1891_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1935_1557_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1951_2033_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\1992_1888_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\2006_1582_43_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\209_1714_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\209_466_43_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\223_1906_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\236_274_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\241_921_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\263_208_51_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\266_592_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\271_400_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\276_1223_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\276_1299_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\279_729_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\284_1607_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\287_1031_62_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\290_1799_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\331_839_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\349_702_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\382_1522_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\390_1013_41_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\401_1714_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\401_448_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\405_1446_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\415_1879_62_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\452_899_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\455_243_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\458_640_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\468_1272_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\471_707_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\476_1610_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\479_978_40_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\47_1864_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\488_1080_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\511_523_45_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\523_827_50_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\523_899_43_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\538_1760_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\541_741_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\582_1019_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\593_454_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\603_549_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\605_262_50_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\607_1889_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\612_2032_42_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\641_1248_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\644_924_46_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\647_189_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\654_381_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\663_1818_43_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\668_1585_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\680_1056_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\701_658_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\703_466_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\703_573_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\704_274_43_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\705_1997_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\711_1226_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\715_940_48_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\730_1818_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\754_97_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\774_1027_56_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\786_289_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\795_525_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\796_1095_52_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\799_1891_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\79_448_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\812_429_42_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\817_1699_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\821_621_49_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\829_813_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\833_1185_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\836_915_59_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\84_1269_46_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\850_1634_44_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\852_1005_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\855_1826_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\860_1543_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\868_723_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\86_373_58_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\87_757_49_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\895_531_47_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\896_267_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\898_1996_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\903_1197_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\907_915_42_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\918_1313_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\91_640_52_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\922_1107_57_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\922_1817_45_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\925_1625_44_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\928_334_47_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\933_1389_54_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\952_748_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\959_651_48_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\966_1026_47_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\976_1197_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\091226c2.tif.v3dpbd\gold\982_843_46_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\983_1299_52_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\988_1102_55_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\98_1791_44_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\091226c2.tif.v3dpbd\gold\996_1875_43_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0970_seg.v3dpbd\gold\255_439_57_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0970_seg.v3dpbd\gold\256_247_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0970_seg.v3dpbd\gold\64_247_63_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0970_seg.v3dpbd\gold\83_439_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0984_seg.v3dpbd\gold\175_264_102_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\0984_seg.v3dpbd\gold\367_274_101_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\0986_seg.v3dpbd\gold\511_208_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\570_316_56_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\579_391_61_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\580_124_59_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\580_199_53_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\602_502_68_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\703_180_52_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\0986_seg.v3dpbd\gold\722_110_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\0986_seg.v3dpbd\gold\762_302_59_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\0986_seg.v3dpbd\gold\869_202_57_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\155_383_50_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\347_347_63_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\526_763_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\539_379_63_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\707_372_60_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\713_756_56_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2900-control-cell-05.oif-C0.v3dpbd\gold\725_564_59_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\226_490_42_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\294_683_47_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\306_491_39_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\360_299_41_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\416_670_45_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\499_289_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\500_865_47_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\604_283_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\689_282_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\695_666_43_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\796_277_45_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\802_469_44_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2909-s5-left-cell3_merge_c2.v3dpbd\gold\881_304_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\10-2912-s1-cell1_merge_c2.v3dpbd\gold\278_337_50_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2912-s1-cell1_merge_c2.v3dpbd\gold\281_706_53_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\10-2912-s1-cell1_merge_c2.v3dpbd\gold\650_711_59_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\10-2912-s1-cell1_merge_c2.v3dpbd\gold\657_903_50_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1004_1491_43_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1013_914_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1028_1210_55_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1030_641_46_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1032_1280_57_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1034_1683_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1037_1776_62_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1048_1402_58_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1048_1584_61_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1051_1968_61_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1074_350_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1082_1875_53_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1082_816_60_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1084_240_51_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1096_1491_48_gold.tiff, 0, 1, 0, 0, 0,  , 
E:\result1\100108c3.tif.v3dpbd\gold\1104_624_47_gold.tiff, 0, 0, 0, 0, 1,  , 
